text,label
Orang-orang gak ngerti gimana rasanya sedih dan hancur. Pekerjaan bikin aku anxiety. Kecemasanku kambuh lagi hari ini. Wah filmnya ternyata sangat seru untuk ditonton. Kecemasanku kambuh lagi hari ini. Kepalaku mau pecah rasanya dengan semua masalah ini. Orang-orang gak ngerti gimana rasanya sedih dan hancur.,1
"Jangan lupa makan ya gais! Cuaca hari ini sangat mendukung untuk nongkrong. Aku butuh bantuan, beban menyerang lagi. Jangan lupa belanja ya gais!",0
Cuaca hari ini sangat mendukung untuk nongkrong. Cuaca hari ini sangat mendukung untuk nongkrong. Liburan ke gunung yuk. Terima kasih atas bantuan teman-teman semua.,0
Kecemasanku kambuh lagi hari ini. Hari ini cuaca sangat bagus dan cerah. Liburan ke gunung yuk. Jangan lupa makan ya gais!,0
Jangan lupa makan ya gais! Hari ini cuaca sangat bagus dan cerah. Liburan ke pantai sangat menyenangkan. Wah filmnya ternyata sangat seru untuk ditonton. Jangan lupa makan ya gais! Terima kasih atas bantuan teman-teman semua.,0
Akhirnya bisa jalan-jalan dengan tenang. Senangnya bisa berkumpul bersama keluarga. Jangan lupa belanja ya gais! Besok rencana mau masak sama teman. Aku merasa sangat produktif dan bahagia hari ini.,0
Liburan ke gunung yuk. Pekerjaanku selesai lebih awal hari ini. Terlalu banyak pikiran merusak hariku. Terima kasih atas bantuan teman-teman semua.,1
"Baru saja makan bakso, enak banget! Terima kasih atas bantuan teman-teman semua. Besok rencana mau belanja sama teman. Besok rencana mau belanja sama teman. Jangan lupa belanja ya gais!",0
Liburan ke pantai sangat menyenangkan. Senangnya bisa berkumpul bersama keluarga. Buku yang kubaca hari ini sangat menginspirasi. Jangan lupa belanja ya gais! Besok aku akan lari pagi agar lebih sehat.,0
Buku yang kubaca hari ini sangat menginspirasi. Besok rencana mau belanja sama teman. Besok aku akan lari pagi agar lebih sehat. Jangan lupa makan ya gais! Kenapa tidak ada yang peduli padaku? Pekerjaanku selesai lebih awal hari ini. Besok rencana mau masak sama teman.,0
Kepalaku mau pecah rasanya dengan semua masalah ini. Senangnya bisa berkumpul bersama keluarga. Rasanya pengen pergi aja untuk selamanya. Tiap malam aku ga bisa tidur mikirin beban hidup.,1
"Aku benci diriku sendiri. Liburan ke pantai sangat menyenangkan. Aku merasa sangat produktif dan bahagia hari ini. Semua terasa sia-sia, aku ingin nyerah. Rasanya pengen pergi aja untuk selamanya.",1
Aku lelah berpura-pura baik-baik saja. Aku benci diriku sendiri. Terlalu banyak pikiran merusak hariku. Wah filmnya ternyata sangat seru untuk ditonton. Cuaca hari ini sangat mendukung untuk nongkrong.,1
"Jangan lupa belanja ya gais! Besok rencana mau masak sama teman. Semua terasa sia-sia, aku ingin nyerah. Baru saja makan bakso, enak banget! Wah filmnya ternyata sangat seru untuk ditonton.",0
"Buku yang kubaca hari ini sangat menginspirasi. Aku merasa sangat produktif dan bahagia hari ini. Hari ini cuaca sangat bagus dan cerah. Lagi belajar kodingan, lumayan susah tapi asik. Buku yang kubaca hari ini sangat menginspirasi.",0
Sudah seminggu aku merasa putus asa. Aku merasa sangat produktif dan bahagia hari ini. Kepalaku mau pecah rasanya dengan semua masalah ini. Pekerjaan bikin aku anxiety. Kepalaku mau pecah rasanya dengan semua masalah ini. Tiap malam aku ga bisa tidur mikirin beban hidup. Masa depanku terlihat sangat gelap dan suram.,1
Gak kuat lagi sama tekanan ini. Liburan ke pantai sangat menyenangkan. Senangnya bisa berkumpul bersama keluarga. Akhirnya bisa jalan-jalan dengan tenang. Liburan ke pantai sangat menyenangkan. Cuaca hari ini sangat mendukung untuk nongkrong. Orang-orang gak ngerti gimana rasanya sedih dan hancur.,0
"Setiap hari rasanya berat sekali untuk dijalani. Aku butuh bantuan, beban menyerang lagi. Kecemasanku kambuh lagi hari ini. Aku butuh bantuan, beban menyerang lagi.",1
"Masa depanku terlihat sangat gelap dan suram. Aku merasa sangat produktif dan bahagia hari ini. Lagi belajar kodingan, lumayan susah tapi asik. Liburan ke gunung yuk. Kenapa tidak ada yang peduli padaku? Cuaca hari ini sangat mendukung untuk nongkrong. Orang-orang gak ngerti gimana rasanya sedih dan hancur.",0
Liburan ke gunung yuk. Jangan lupa belanja ya gais! Liburan ke gunung yuk. Buku yang kubaca hari ini sangat menginspirasi.,0
"Buku yang kubaca hari ini sangat menginspirasi. Senangnya bisa berkumpul bersama keluarga. Buku yang kubaca hari ini sangat menginspirasi. Liburan ke pantai sangat menyenangkan. Akhirnya akhir pekan tiba, waktunya bersantai. Jangan lupa makan ya gais!",0
Cuaca hari ini sangat mendukung untuk nongkrong. Pekerjaanku selesai lebih awal hari ini. Besok rencana mau masak sama teman. Aku benci diriku sendiri. Cuaca hari ini sangat mendukung untuk nongkrong. Jangan lupa makan ya gais!,0
"Aku merasa sangat produktif dan bahagia hari ini. Semua terasa sia-sia, aku ingin nyerah. Semua terasa sia-sia, aku ingin nyerah. Aku merasa sangat kacau akhir-akhir ini. Buku yang kubaca hari ini sangat menginspirasi. Besok rencana mau masak sama teman. Akhirnya bisa jalan-jalan dengan tenang.",0
"Besok aku akan lari pagi agar lebih sehat. Akhirnya akhir pekan tiba, waktunya bersantai. Jangan lupa makan ya gais! Baru saja makan bakso, enak banget! Jangan lupa makan ya gais! Kepalaku mau pecah rasanya dengan semua masalah ini.",0
"Liburan ke gunung yuk. Kepalaku mau pecah rasanya dengan semua masalah ini. Baru saja makan bakso, enak banget! Besok rencana mau belanja sama teman.",0
Jangan lupa belanja ya gais! Liburan ke gunung yuk. Buku yang kubaca hari ini sangat menginspirasi. Liburan ke gunung yuk. Liburan ke gunung yuk. Hari ini cuaca sangat bagus dan cerah.,0
"Pekerjaanku selesai lebih awal hari ini. Cuaca hari ini sangat mendukung untuk nongkrong. Akhirnya akhir pekan tiba, waktunya bersantai. Buku yang kubaca hari ini sangat menginspirasi.",0
Aku merasa sangat produktif dan bahagia hari ini. Besok aku akan lari pagi agar lebih sehat. Terima kasih atas bantuan teman-teman semua. Liburan ke pantai sangat menyenangkan.,1
Terlalu banyak pikiran merusak hariku. Tiap malam aku ga bisa tidur mikirin beban hidup. Tiap malam aku ga bisa tidur mikirin beban hidup. Aku benci diriku sendiri. Masa depanku terlihat sangat gelap dan suram. Akhirnya bisa jalan-jalan dengan tenang. Kenapa hidup ini begitu kacau?,1
Rasanya pengen pergi aja untuk selamanya. Aku merasa sangat hampa akhir-akhir ini. Setiap hari rasanya berat sekali untuk dijalani. Besok aku akan lari pagi agar lebih sehat.,1
Terlalu banyak pikiran merusak hariku. Kepalaku mau pecah rasanya dengan semua masalah ini. Rasanya pengen pergi aja untuk selamanya. Buku yang kubaca hari ini sangat menginspirasi. Rasanya pengen nangis aja.,1
"Terlalu banyak pikiran merusak hariku. Jangan lupa belanja ya gais! Baru saja makan bakso, enak banget! Liburan ke gunung yuk.",1
Buku yang kubaca hari ini sangat menginspirasi. Semangat pagi! Semoga harimu indah. Setiap hari rasanya berat sekali untuk dijalani. Hari ini cuaca sangat bagus dan cerah.,1
Kenapa hidup ini begitu kacau? Jangan lupa belanja ya gais! Terlalu banyak pikiran merusak hariku. Rasanya pengen nangis aja. Setiap hari rasanya berat sekali untuk dijalani.,1
"Pekerjaanku selesai lebih awal hari ini. Aku butuh bantuan, beban menyerang lagi. Senangnya bisa berkumpul bersama keluarga. Besok aku akan lari pagi agar lebih sehat.",0
Hari ini cuaca sangat bagus dan cerah. Setiap hari rasanya berat sekali untuk dijalani. Besok aku akan lari pagi agar lebih sehat. Kepalaku mau pecah rasanya dengan semua masalah ini. Gak kuat lagi sama tekanan ini. Tiap malam aku ga bisa tidur mikirin beban hidup. Wah filmnya ternyata sangat seru untuk ditonton.,1
Gak kuat lagi sama tekanan ini. Pekerjaanku selesai lebih awal hari ini. Kenapa hidup ini begitu kacau? Cuaca hari ini sangat mendukung untuk nongkrong. Besok rencana mau masak sama teman.,0
"Aku merasa sangat hampa akhir-akhir ini. Rasanya pengen pergi aja untuk selamanya. Gak kuat lagi sama tekanan ini. Akhirnya akhir pekan tiba, waktunya bersantai.",1
Sudah seminggu aku merasa putus asa. Jangan lupa belanja ya gais! Rasanya pengen pergi aja untuk selamanya. Senangnya bisa berkumpul bersama keluarga. Sudah seminggu aku merasa putus asa.,1
Cuaca hari ini sangat mendukung untuk nongkrong. Rasanya pengen nangis aja. Buku yang kubaca hari ini sangat menginspirasi. Akhirnya bisa jalan-jalan dengan tenang. Liburan ke pantai sangat menyenangkan.,0
Besok rencana mau belanja sama teman. Wah filmnya ternyata sangat seru untuk ditonton. Akhirnya bisa jalan-jalan dengan tenang. Pekerjaanku selesai lebih awal hari ini.,0
Akhirnya bisa jalan-jalan dengan tenang. Cuaca hari ini sangat mendukung untuk nongkrong. Besok rencana mau belanja sama teman. Besok aku akan lari pagi agar lebih sehat. Wah filmnya ternyata sangat seru untuk ditonton.,0
Pekerjaanku selesai lebih awal hari ini. Terima kasih atas bantuan teman-teman semua. Besok rencana mau belanja sama teman. Aku merasa sangat produktif dan bahagia hari ini.,0
Semangat pagi! Semoga harimu indah. Liburan ke pantai sangat menyenangkan. Buku yang kubaca hari ini sangat menginspirasi. Kecemasanku kambuh lagi hari ini. Jangan lupa makan ya gais! Buku yang kubaca hari ini sangat menginspirasi.,0
Jangan lupa belanja ya gais! Hari ini cuaca sangat bagus dan cerah. Cuaca hari ini sangat mendukung untuk nongkrong. Orang-orang gak ngerti gimana rasanya sedih dan hancur. Terima kasih atas bantuan teman-teman semua.,0
Besok rencana mau masak sama teman. Liburan ke gunung yuk. Hari ini cuaca sangat bagus dan cerah. Liburan ke gunung yuk.,0
"Aku merasa sangat produktif dan bahagia hari ini. Terima kasih atas bantuan teman-teman semua. Semangat pagi! Semoga harimu indah. Pekerjaanku selesai lebih awal hari ini. Liburan ke pantai sangat menyenangkan. Lagi belajar kodingan, lumayan susah tapi asik.",0
Pekerjaan bikin aku anxiety. Pekerjaanku selesai lebih awal hari ini. Liburan ke gunung yuk. Gak kuat lagi sama tekanan ini. Cuaca hari ini sangat mendukung untuk nongkrong.,0
Aku lelah berpura-pura baik-baik saja. Kenapa hidup ini begitu kacau? Terlalu banyak pikiran merusak hariku. Aku benci diriku sendiri.,1
Kenapa hidup ini begitu kacau? Terima kasih atas bantuan teman-teman semua. Besok rencana mau belanja sama teman. Besok rencana mau masak sama teman. Kepalaku mau pecah rasanya dengan semua masalah ini.,0
Jangan lupa belanja ya gais! Liburan ke gunung yuk. Cuaca hari ini sangat mendukung untuk nongkrong. Cuaca hari ini sangat mendukung untuk nongkrong.,0
Buku yang kubaca hari ini sangat menginspirasi. Wah filmnya ternyata sangat seru untuk ditonton. Liburan ke pantai sangat menyenangkan. Setiap hari rasanya berat sekali untuk dijalani.,0
"Besok rencana mau belanja sama teman. Terima kasih atas bantuan teman-teman semua. Baru saja makan bakso, enak banget! Pekerjaanku selesai lebih awal hari ini. Pekerjaanku selesai lebih awal hari ini. Akhirnya akhir pekan tiba, waktunya bersantai. Jangan lupa belanja ya gais!",0
"Liburan ke gunung yuk. Besok aku akan lari pagi agar lebih sehat. Masa depanku terlihat sangat gelap dan suram. Aku merasa sangat produktif dan bahagia hari ini. Orang-orang gak ngerti gimana rasanya sedih dan hancur. Baru saja makan bakso, enak banget!",0
"Senangnya bisa berkumpul bersama keluarga. Besok rencana mau belanja sama teman. Semua terasa sia-sia, aku ingin nyerah. Buku yang kubaca hari ini sangat menginspirasi. Lagi belajar kodingan, lumayan susah tapi asik. Rasanya pengen nangis aja.",0
"Besok aku akan lari pagi agar lebih sehat. Besok rencana mau belanja sama teman. Semangat pagi! Semoga harimu indah. Lagi belajar kodingan, lumayan susah tapi asik.",0
Tiap malam aku ga bisa tidur mikirin beban hidup. Pekerjaan bikin aku anxiety. Aku benci diriku sendiri. Gak kuat lagi sama tekanan ini.,1
Buku yang kubaca hari ini sangat menginspirasi. Besok rencana mau masak sama teman. Jangan lupa makan ya gais! Jangan lupa makan ya gais!,0
"Aku lelah berpura-pura baik-baik saja. Akhirnya akhir pekan tiba, waktunya bersantai. Senangnya bisa berkumpul bersama keluarga. Hari ini cuaca sangat bagus dan cerah.",0
Terlalu banyak pikiran merusak hariku. Besok aku akan lari pagi agar lebih sehat. Orang-orang gak ngerti gimana rasanya sedih dan hancur. Aku merasa sangat hampa akhir-akhir ini. Terlalu banyak pikiran merusak hariku. Kenapa tidak ada yang peduli padaku? Kecemasanku kambuh lagi hari ini.,1
Masa depanku terlihat sangat gelap dan suram. Senangnya bisa berkumpul bersama keluarga. Besok rencana mau masak sama teman. Jangan lupa makan ya gais! Besok aku akan lari pagi agar lebih sehat.,0
"Baru saja makan bakso, enak banget! Semangat pagi! Semoga harimu indah. Pekerjaanku selesai lebih awal hari ini. Kepalaku mau pecah rasanya dengan semua masalah ini.",0
"Jangan lupa makan ya gais! Akhirnya akhir pekan tiba, waktunya bersantai. Cuaca hari ini sangat mendukung untuk nongkrong. Kenapa hidup ini begitu kacau? Baru saja makan bakso, enak banget! Semua terasa sia-sia, aku ingin nyerah.",0
"Besok aku akan lari pagi agar lebih sehat. Baru saja makan bakso, enak banget! Cuaca hari ini sangat mendukung untuk nongkrong. Senangnya bisa berkumpul bersama keluarga. Aku merasa sangat produktif dan bahagia hari ini. Besok aku akan lari pagi agar lebih sehat. Besok aku akan lari pagi agar lebih sehat.",0
Jangan lupa belanja ya gais! Rasanya pengen pergi aja untuk selamanya. Semangat pagi! Semoga harimu indah. Rasanya pengen pergi aja untuk selamanya. Aku merasa sangat produktif dan bahagia hari ini.,0
"Rasanya pengen nangis aja. Aku merasa sangat produktif dan bahagia hari ini. Besok rencana mau masak sama teman. Baru saja makan bakso, enak banget! Buku yang kubaca hari ini sangat menginspirasi. Besok rencana mau belanja sama teman.",0
Besok aku akan lari pagi agar lebih sehat. Masa depanku terlihat sangat gelap dan suram. Sudah seminggu aku merasa putus asa. Masa depanku terlihat sangat gelap dan suram. Kenapa hidup ini begitu kacau? Kepalaku mau pecah rasanya dengan semua masalah ini.,1
Buku yang kubaca hari ini sangat menginspirasi. Pekerjaan bikin aku anxiety. Besok rencana mau masak sama teman. Hari ini cuaca sangat bagus dan cerah. Setiap hari rasanya berat sekali untuk dijalani. Jangan lupa makan ya gais!,0
Pekerjaanku selesai lebih awal hari ini. Jangan lupa makan ya gais! Aku merasa sangat kacau akhir-akhir ini. Jangan lupa makan ya gais! Aku benci diriku sendiri. Wah filmnya ternyata sangat seru untuk ditonton.,0
Jangan lupa makan ya gais! Besok aku akan lari pagi agar lebih sehat. Besok rencana mau masak sama teman. Tiap malam aku ga bisa tidur mikirin beban hidup. Aku merasa sangat hampa akhir-akhir ini. Rasanya pengen pergi aja untuk selamanya. Buku yang kubaca hari ini sangat menginspirasi.,0
Aku merasa sangat produktif dan bahagia hari ini. Besok aku akan lari pagi agar lebih sehat. Wah filmnya ternyata sangat seru untuk ditonton. Terima kasih atas bantuan teman-teman semua.,0
Tiap malam aku ga bisa tidur mikirin beban hidup. Tiap malam aku ga bisa tidur mikirin beban hidup. Orang-orang gak ngerti gimana rasanya sedih dan hancur. Aku benci diriku sendiri.,1
Aku merasa sangat hampa akhir-akhir ini. Besok rencana mau masak sama teman. Besok aku akan lari pagi agar lebih sehat. Buku yang kubaca hari ini sangat menginspirasi. Aku merasa sangat hampa akhir-akhir ini.,0
Besok aku akan lari pagi agar lebih sehat. Gak kuat lagi sama tekanan ini. Wah filmnya ternyata sangat seru untuk ditonton. Terlalu banyak pikiran merusak hariku. Akhirnya bisa jalan-jalan dengan tenang. Liburan ke gunung yuk.,0
Liburan ke pantai sangat menyenangkan. Jangan lupa belanja ya gais! Hari ini cuaca sangat bagus dan cerah. Terima kasih atas bantuan teman-teman semua.,0
Aku merasa sangat hampa akhir-akhir ini. Orang-orang gak ngerti gimana rasanya sedih dan hancur. Aku benci diriku sendiri. Kepalaku mau pecah rasanya dengan semua masalah ini. Aku merasa sangat kacau akhir-akhir ini. Kenapa tidak ada yang peduli padaku? Tiap malam aku ga bisa tidur mikirin beban hidup.,1
Besok rencana mau masak sama teman. Besok rencana mau masak sama teman. Aku merasa sangat produktif dan bahagia hari ini. Gak kuat lagi sama tekanan ini. Semangat pagi! Semoga harimu indah.,0
Terima kasih atas bantuan teman-teman semua. Aku merasa sangat produktif dan bahagia hari ini. Besok rencana mau masak sama teman. Besok rencana mau belanja sama teman.,0
"Wah filmnya ternyata sangat seru untuk ditonton. Liburan ke gunung yuk. Baru saja makan bakso, enak banget! Akhirnya bisa jalan-jalan dengan tenang.",0
Aku merasa sangat kacau akhir-akhir ini. Besok aku akan lari pagi agar lebih sehat. Liburan ke pantai sangat menyenangkan. Besok aku akan lari pagi agar lebih sehat. Senangnya bisa berkumpul bersama keluarga. Aku lelah berpura-pura baik-baik saja.,0
"Terlalu banyak pikiran merusak hariku. Aku butuh bantuan, beban menyerang lagi. Masa depanku terlihat sangat gelap dan suram. Semua terasa sia-sia, aku ingin nyerah. Aku merasa sangat kacau akhir-akhir ini. Semua terasa sia-sia, aku ingin nyerah. Terlalu banyak pikiran merusak hariku.",1
"Besok aku akan lari pagi agar lebih sehat. Akhirnya akhir pekan tiba, waktunya bersantai. Jangan lupa makan ya gais! Semangat pagi! Semoga harimu indah.",0
Besok aku akan lari pagi agar lebih sehat. Akhirnya bisa jalan-jalan dengan tenang. Liburan ke gunung yuk. Jangan lupa makan ya gais! Akhirnya bisa jalan-jalan dengan tenang.,0
Pekerjaanku selesai lebih awal hari ini. Liburan ke gunung yuk. Hari ini cuaca sangat bagus dan cerah. Jangan lupa belanja ya gais! Akhirnya bisa jalan-jalan dengan tenang.,1
Senangnya bisa berkumpul bersama keluarga. Besok aku akan lari pagi agar lebih sehat. Kenapa tidak ada yang peduli padaku? Besok rencana mau belanja sama teman.,0
Pekerjaanku selesai lebih awal hari ini. Jangan lupa makan ya gais! Orang-orang gak ngerti gimana rasanya sedih dan hancur. Jangan lupa makan ya gais! Gak kuat lagi sama tekanan ini.,0
Senangnya bisa berkumpul bersama keluarga. Aku merasa sangat produktif dan bahagia hari ini. Kenapa tidak ada yang peduli padaku? Semangat pagi! Semoga harimu indah. Akhirnya bisa jalan-jalan dengan tenang. Akhirnya bisa jalan-jalan dengan tenang.,0
"Besok aku akan lari pagi agar lebih sehat. Jangan lupa makan ya gais! Kecemasanku kambuh lagi hari ini. Baru saja makan bakso, enak banget! Semangat pagi! Semoga harimu indah. Aku butuh bantuan, beban menyerang lagi. Liburan ke pantai sangat menyenangkan.",0
"Cuaca hari ini sangat mendukung untuk nongkrong. Wah filmnya ternyata sangat seru untuk ditonton. Semangat pagi! Semoga harimu indah. Baru saja makan bakso, enak banget! Jangan lupa belanja ya gais! Aku merasa sangat produktif dan bahagia hari ini.",0
"Buku yang kubaca hari ini sangat menginspirasi. Pekerjaanku selesai lebih awal hari ini. Lagi belajar kodingan, lumayan susah tapi asik. Aku benci diriku sendiri. Liburan ke gunung yuk. Tiap malam aku ga bisa tidur mikirin beban hidup.",0
Jangan lupa makan ya gais! Kecemasanku kambuh lagi hari ini. Wah filmnya ternyata sangat seru untuk ditonton. Masa depanku terlihat sangat gelap dan suram. Cuaca hari ini sangat mendukung untuk nongkrong. Buku yang kubaca hari ini sangat menginspirasi.,0
"Rasanya pengen nangis aja. Lagi belajar kodingan, lumayan susah tapi asik. Kenapa tidak ada yang peduli padaku? Aku butuh bantuan, beban menyerang lagi. Aku merasa sangat hampa akhir-akhir ini. Rasanya pengen pergi aja untuk selamanya. Semua terasa sia-sia, aku ingin nyerah.",1
"Aku merasa sangat produktif dan bahagia hari ini. Semangat pagi! Semoga harimu indah. Terima kasih atas bantuan teman-teman semua. Akhirnya akhir pekan tiba, waktunya bersantai. Besok rencana mau masak sama teman. Liburan ke gunung yuk. Liburan ke pantai sangat menyenangkan.",0
"Lagi belajar kodingan, lumayan susah tapi asik. Buku yang kubaca hari ini sangat menginspirasi. Liburan ke gunung yuk. Senangnya bisa berkumpul bersama keluarga.",0
"Akhirnya bisa jalan-jalan dengan tenang. Lagi belajar kodingan, lumayan susah tapi asik. Hari ini cuaca sangat bagus dan cerah. Terima kasih atas bantuan teman-teman semua. Buku yang kubaca hari ini sangat menginspirasi. Jangan lupa belanja ya gais!",0
Besok aku akan lari pagi agar lebih sehat. Rasanya pengen nangis aja. Tiap malam aku ga bisa tidur mikirin beban hidup. Aku lelah berpura-pura baik-baik saja. Hari ini cuaca sangat bagus dan cerah.,0
Buku yang kubaca hari ini sangat menginspirasi. Gak kuat lagi sama tekanan ini. Masa depanku terlihat sangat gelap dan suram. Aku merasa sangat hampa akhir-akhir ini. Pekerjaan bikin aku anxiety.,1
"Semua terasa sia-sia, aku ingin nyerah. Kenapa tidak ada yang peduli padaku? Aku butuh bantuan, beban menyerang lagi. Terlalu banyak pikiran merusak hariku. Hari ini cuaca sangat bagus dan cerah.",0
Aku benci diriku sendiri. Masa depanku terlihat sangat gelap dan suram. Tiap malam aku ga bisa tidur mikirin beban hidup. Kepalaku mau pecah rasanya dengan semua masalah ini. Masa depanku terlihat sangat gelap dan suram. Setiap hari rasanya berat sekali untuk dijalani.,1
Aku lelah berpura-pura baik-baik saja. Sudah seminggu aku merasa putus asa. Rasanya pengen nangis aja. Pekerjaan bikin aku anxiety. Setiap hari rasanya berat sekali untuk dijalani. Tiap malam aku ga bisa tidur mikirin beban hidup. Rasanya pengen pergi aja untuk selamanya.,1
Aku merasa sangat produktif dan bahagia hari ini. Pekerjaanku selesai lebih awal hari ini. Aku benci diriku sendiri. Masa depanku terlihat sangat gelap dan suram. Rasanya pengen nangis aja.,1
"Aku butuh bantuan, beban menyerang lagi. Semangat pagi! Semoga harimu indah. Senangnya bisa berkumpul bersama keluarga. Wah filmnya ternyata sangat seru untuk ditonton. Akhirnya akhir pekan tiba, waktunya bersantai. Terima kasih atas bantuan teman-teman semua. Besok rencana mau masak sama teman.",0
Besok rencana mau masak sama teman. Sudah seminggu aku merasa putus asa. Wah filmnya ternyata sangat seru untuk ditonton. Besok rencana mau belanja sama teman. Semangat pagi! Semoga harimu indah.,0
