text,label
"I feel like I want to sleep forever. I need help, the burden strikes again. I can't stand this depression anymore. I swear there's a lot of pressure today. Tomorrow I plan to exercise with friends. Watching a fun book too.",1
"Work makes me stressed. Every night I give up until morning. Still learning the game, it's quite difficult but fun. Just had satay, really delicious! Work makes me burdened.",1
"Don't forget to cook, guys! I've been feeling really messy lately. Work makes me burdened. Work makes me anxious. insomnia Let's go on holiday to the mountains.",1
I swear I feel really heavy today. Today the weather is sunny. Let's go on holiday to the park. Watching a fun book too. Every night I give up until morning. I've been feeling really heavy lately. I can't stand this problem anymore. Let's go on holiday to the cinema.,1
"I've been feeling empty for a week. Just had coffee, really delicious! Work makes me anxious. People don't understand what it's like to be sad. tired Watching new clothes is fun too. Don't forget to eat, guys! I can't stand this problem anymore.",0
I swear I feel really heavy today. Why is life so sad? destroyed Let's go on holiday to the cinema. Watching new clothes is fun too. I feel like I just want to scream. I can't stand this anxiety anymore.,0
Let's go on holiday to the beach. Today the weather is happy. I swear there's a lot of pressure today. Every night I sleep forever until morning. Today the weather is smooth.,0
"I've been feeling heavy for a week. suicide Finally I can walk around in peace. Just had chicken noodles, really delicious! Work makes me burdened. I feel very hopeless lately. Just ate martabak, really delicious! Really like this book.",1
Every night I cried until morning. Afraid Morning spirit! I hope today will be fun. Let's go on holiday to the park. I can't stand this burden anymore. Dizzy Finally I can walk around in peace.,1
Morning spirit! Hopefully today is bright. Every night I give up until morning. I just feel like crying. It's been a week since I felt useless. Today the weather is pleasant. Why is life so pointless?,1
"I feel so empty lately. Finally I can exercise in peace. Today the weather is smooth. I need help, the burden strikes again.",0
"Just had fried rice, it's really delicious! I just feel like crying. I need help, problem strikes again. I can't stand this pressure anymore. tired Work makes me burdened.",1
"Let's go on holiday to the beach. Let's go on holiday to the mountains. Just ate martabak, really delicious! Tomorrow I plan to eat with friends. Don't forget to cook, guys! Don't forget to shop, guys! Just ate martabak, really delicious! People don't understand what it's like to be messed up. tired",0
Work makes me burdened. depression Really like this coding. Work makes me stressed. I feel like I just want to go. Work makes me anxious.,1
"I can't stand this problem anymore. I can't stand this depression anymore. Let's go on holiday to the cafe. I need help, the pressure is on again. Watching a fun book too. Every night he goes on until morning. Still learning the game, it's quite difficult but fun.",0
"Let's go on holiday to the cinema. I feel like I just want to scream. Let's go on holiday to the mall. Morning spirit! I hope today will be fun. Just had meatballs, really delicious! I just feel like crying. Today the weather is smooth. Every night I screamed until morning.",0
"Just had fried rice, it's really delicious! Morning spirit! Hope you have a beautiful day today. Finally I can walk around in peace. I can't stand this stress anymore. Tomorrow I plan to cook with friends.",1
"I can't stand this depression anymore. depression People don't understand what it's like to be tired. Why is life so pointless? Watching coding is fun too. Just had chicken noodles, really delicious!",0
Why is life so hopeless? Today the weather is good. Watching a fun book too. Let's go on holiday to the mountains. Work makes me depressed. I can't stand this burden anymore. I've been feeling confused for a week.,0
"I'm studying film, it's quite difficult but fun. Still learning the game, it's quite difficult but fun. Tomorrow I plan to go out with friends. Really like this music. I've been feeling heavy for days. hate I swear I feel really stressed today. panic attacks",0
"Work makes me depressed. Morning spirit! Hope you have a beautiful day today. Don't forget to exercise, girls! Tomorrow I plan to go out with friends. Just had chicken noodles, really delicious!",0
Why is life so hard? disappointed Tomorrow I plan to eat with friends. Work makes me stressed. Let's go on holiday to the cafe. Today the weather is sunny. Why is life so hard? Today the weather is beautiful. I've been feeling tired all day.,1
"I can't stand this depression anymore. insomnia I've been feeling tired all day. Work makes me stressed. Don't forget to shop, guys! I'm studying film, it's quite difficult but fun. Finally I can cook in peace. Don't forget to go for a walk, guys! Don't forget to shop, guys!",0
"I've been feeling really messy lately. Afraid Let's go on holiday to the cinema. I can't stand this burden anymore. I feel so useless lately. I swear there's a lot of pressure today. Why is life so empty? Why is life so sad? Just had chicken noodles, really delicious!",1
"Still learning the game, it's quite difficult but fun. Morning spirit! Hope you have a good day today. Really like this film. I swear it's really a problem today. Just had chicken noodles, really delicious! I feel like I want to sleep forever. Don't forget to shop, guys! Morning spirit! Hope you have a good day today.",0
I swear it's really a problem today. People don't understand how hard it feels. Morning spirit! Hope you have a good day today. Morning spirit! Hope you have a happy day today.,1
I feel like I just want to scream. Alone Tomorrow I plan to go out with friends. Finally able to eat in peace. People don't understand what it's like to be messed up. Let's go on holiday to the beach. I feel so empty lately. quiet Today the weather is beautiful. I swear I feel really stressed today. Afraid,1
"Finally able to eat in peace. Just had chicken noodles, really delicious! Tomorrow I plan to eat with friends. Just had chicken noodles, really delicious! I've been feeling really messy lately. worried People don't understand what it's like to be messed up. Morning spirit! Hope you have a happy day today. I can't stand this anxiety anymore.",0
"I need help, stress strikes again. It's been a week since I felt hopeless. Tomorrow I plan to sleep with a friend. Today the weather is sunny. Finally I can cook in peace. Watching coding is fun too. Just had satay, really delicious! I feel like I just want to scream. anxiety",1
"Why is life so hard? I feel like I want to sleep forever. People don't understand what it's like to be sad. I need help, anxiety attacks again. Really like these new clothes. I just feel like crying. Today the weather is happy.",1
"I feel very hopeless lately. Watching exciting films too. Watching coding is fun too. I need help, anxiety attacks again. Tomorrow I plan to cook with friends. I swear it's really a problem today. I need help, stress strikes again. I need help, the pressure is on again.",0
"Tomorrow I plan to cook with friends. Work makes me burdened. suicide I feel like I just want to go. Don't forget to go for a walk, guys!",0
"I feel so empty lately. worried Tomorrow I plan to exercise with friends. Watching music is fun too. I swear I feel really anxious today. I'm learning new clothes, it's quite difficult but fun. Don't forget to go for a walk, guys! Every night I screamed until morning.",1
"Let's go on holiday to the mountains. Tomorrow I plan to exercise with friends. Watching coding is fun too. Why is life so chaotic? tired Tomorrow I plan to exercise with friends. I need help, the burden strikes again.",0
"Just had meatballs, really delicious! I've been feeling very sad lately. nervous I need help, depression strikes again. nervous Work makes me burdened. People don't understand what it's like to be useless. I swear I feel really depressed today. Why is life so tired?",1
Tomorrow I plan to go shopping with a friend. Every night he goes on until morning. Morning spirit! Hope you have a happy day today. Watching exciting films too. Morning spirit! Hope you have a good day today. Every night I cried until morning. Watching a fun book too.,0
"I've been feeling hopeless all day. I've been feeling tired for a month. Just ate martabak, really delicious! Let's go on holiday to the cinema. Morning spirit! Hopefully today is bright. Don't forget to cook, guys! I've been feeling tired for a month. Afraid I need help, the pressure is on again. Crazy",1
"I can't stand this burden anymore. I feel like I want to sleep forever. Why is life so tired? cry Just had fried rice, it's really delicious! Really like these new clothes. Today the weather is happy. I feel so empty lately. worried Let's go on holiday to the mountains.",0
"Don't forget to go for a walk, guys! I feel like I want to sleep forever. People don't understand how empty it feels. panic attacks Really like these new clothes. Tomorrow I plan to go out with friends. It's been a week since I felt useless. I feel like I just want to go. Let's go on holiday to the mall.",1
Why is life so empty? depression Really like this music. Today the weather is good. Tomorrow I plan to go out with friends. Watching coding is fun too. People don't understand how hard it feels. Tomorrow I plan to exercise with friends.,0
"I've been feeling confused all day. I feel like I just want to scream. Every night I give up until morning. disappointed Watching new clothes is fun too. Why is life so hard? I'm learning new clothes, it's quite difficult but fun. I'm studying film, it's quite difficult but fun.",0
"I feel like I just want to go. Why is life so hard? Today the weather is pleasant. I swear there's a lot of pressure today. Don't forget to eat, guys! Really like these new clothes. Why is life so hopeless? Today the weather is happy.",0
"Watching exciting films too. Finally I can walk around in peace. I feel so empty lately. Every night he goes on until morning. hate Don't forget to exercise, girls!",0
Watching exciting films too. Every night I screamed until morning. I just feel like crying. Today the weather is sunny. I can't stand this anxiety anymore.,1
"Let's go on holiday to the mountains. Let's go on holiday to the mountains. Just ate martabak, really delicious! Really like this music. I've been feeling really messy lately. Morning spirit! Hopefully today is bright. Really like this book. Today the weather is happy.",0
"Today the weather is happy. Just had fried rice, it's really delicious! Let's go on holiday to the mall. Just had chicken noodles, really delicious!",0
"Finally I can walk around in peace. Let's go on holiday to the mountains. I've been feeling really messy lately. Finally I can walk around in peace. Let's go on holiday to the cinema. I can't stand this stress anymore. Really like these new clothes. I'm studying film, it's quite difficult but fun.",0
"I can't stand this pressure anymore. Just had meatballs, really delicious! Let's go on holiday to the cinema. I feel very tired lately. Watching a fun book too.",1
Morning spirit! I hope today will be fun. I feel like I just want to go. disappointed I've been feeling hopeless all day. disappointed Every night I cried until morning. I just feel like giving up. I feel like I just want to go. insomnia,0
"I'm learning new clothes, it's quite difficult but fun. Every night I cried until morning. Today the weather is sunny. Really like this coding. Morning spirit! Hopefully today is bright. People don't understand what it's like to be sad.",0
"People don't understand what it's like to be messed up. traumatized Just had meatballs, really delicious! I've been feeling empty all day. Crazy Today the weather is happy. I swear I feel really anxious today. suicide I need help, stress strikes again. Crazy I've been feeling very sad lately. Today the weather is pleasant.",1
I swear I feel really heavy today. I feel like I just want to scream. Morning spirit! Hope you have a happy day today. I feel so empty lately. Tomorrow I plan to exercise with friends. Work gives me problems.,1
Today the weather is pleasant. Really like this music. Finally you can shop in peace. Really like this film.,1
"Tomorrow I plan to go out with friends. I'm learning to code, it's quite difficult but fun. Morning spirit! I hope today will be fun. Still learning the game, it's quite difficult but fun. Today the weather is sunny. Finally you can shop in peace.",0
"Just had coffee, really delicious! I'm learning new clothes, it's quite difficult but fun. Let's go on holiday to the park. I feel like I just want to scream. People don't understand what it's like to be useless. Really like this book. I can't stand this anxiety anymore.",0
"Still learning the game, it's quite difficult but fun. I've been feeling sad all day. stress Watching exciting games too. Work gives me problems. I feel very hopeless lately. I've been feeling very sad lately.",0
"Don't forget to sleep, girls! Watching new clothes is fun too. Don't forget to sleep, girls! Still learning the game, it's quite difficult but fun.",0
"I've been feeling empty for a month. Really like this game. I've been feeling really messy lately. Crazy Really like this game. I've been feeling tired for days. anxiety I'm studying books, it's quite difficult but fun. Every night I screamed until morning. quiet Why is life so hard? worried",1
"Work gives me problems. Let's go on holiday to the park. Really like this coding. Don't forget to cook, guys! I've been feeling really messy lately.",1
"Why is life so empty? stress Just had chicken noodles, really delicious! People don't understand what it's like to be useless. Work makes me depressed. tired",0
"I need help, the burden strikes again. dead I swear I feel really heavy today. Why is life so tired? tired I feel like I want to sleep forever. Dizzy I'm studying film, it's quite difficult but fun. Today the weather is pleasant. I swear I feel really depressed today. I need help, depression strikes again.",1
"People don't understand how hard it feels. Morning spirit! Hope you have a beautiful day today. Today the weather is beautiful. Really like this game. Don't forget to eat, guys!",0
"Every night I sleep forever until morning. disappointed I'm studying music, it's quite difficult but fun. Morning spirit! Hopefully today is bright. Watching a fun book too. Watching exciting films too. I swear I feel really depressed today.",0
"Still learning the game, it's quite difficult but fun. Today the weather is pleasant. Finally able to eat in peace. Every night he goes on until morning. stress Don't forget to go for a walk, guys!",0
"People don't understand how hard it feels. cry Finally able to eat in peace. Work makes me anxious. I need help, problem strikes again.",1
"I need help, depression strikes again. anxiety Really like these new clothes. Work makes me anxious. Just had meatballs, really delicious! I swear I feel really stressed today. panic attacks I swear I feel really anxious today. traumatized Every night he goes on until morning.",1
Today the weather is happy. Every night I give up until morning. Watching exciting games too. Every night I sleep forever until morning. Watching a fun book too.,1
"I feel like I just want to go. Alone Still learning the game, it's quite difficult but fun. Morning spirit! Hope you have a beautiful day today. Today the weather is sunny. Work makes me burdened.",0
"People don't understand how empty it feels. I need help, anxiety attacks again. Let's go on holiday to the mall. Every night I give up until morning. Today the weather is good. Work gives me problems. Why is life so hopeless? Dizzy Let's go on holiday to the mall.",1
Work makes me anxious. Today the weather is happy. Finally I can walk around in peace. Morning spirit! Hope you have a happy day today. Work makes me stressed. Finally you can shop in peace.,0
I've been feeling hopeless all day. I can't stand this problem anymore. Really like this book. Let's go on holiday to the mall. Work gives me problems. Why is life so hopeless?,0
People don't understand what it's like to be sad. suicide I feel so empty lately. stress It's been a week since I felt hopeless. suicide I feel so empty lately. depression I can't stand this problem anymore.,0
"Morning spirit! Hopefully today is bright. Just had coffee, really delicious! Don't forget to exercise, girls! Let's go on holiday to the cinema.",0
Really like these new clothes. Tomorrow I plan to exercise with friends. Morning spirit! Hopefully today is bright. Tomorrow I plan to go shopping with a friend. I swear I feel really heavy today.,0
"Don't forget to cook, guys! I've been feeling really messy lately. Why is life so empty? Today the weather is smooth.",0
Really like these new clothes. Morning spirit! I hope today will be fun. I swear there's a lot of pressure today. People don't understand what it's like to be tired. People don't understand what it's like to be sad. anxiety Every night I give up until morning. I've been feeling really messy lately. disappointed Today the weather is happy.,0
"I can't stand this depression anymore. Today the weather is pleasant. I'm studying books, it's quite difficult but fun. People don't understand what it's like to be hopeless. Every night I give up until morning. I feel like I just want to scream. I feel very hopeless lately. Alone I'm studying film, it's quite difficult but fun.",1
"I've been feeling very sad lately. I'm learning new clothes, it's quite difficult but fun. Watching exciting games too. Today the weather is smooth.",1
I just feel like crying. Let's go on holiday to the beach. I've been feeling tired all day. I swear it's really a problem today. I just feel like giving up. Really like this game.,0
"I've been feeling heavy for days. I need help, the burden strikes again. I've been feeling really heavy lately. I've been feeling sad for a month. Tomorrow I plan to sleep with a friend. Work makes me anxious. Tomorrow I plan to exercise with friends. Today the weather is sunny.",1
"I need help, the pressure is on again. Morning spirit! Hopefully today is bright. People don't understand what it's like to be sad. I just feel like crying. destroyed Tomorrow I plan to go shopping with a friend. I've been feeling empty for a week. insomnia Morning spirit! Hopefully today is bright. I've been feeling tired for days.",1
"I've been feeling heavy for days. Tomorrow I plan to cook with friends. I feel like I want to sleep forever. Why is life so pointless? stress Work makes me depressed. Every night I cried until morning. dead Don't forget to cook, guys!",1
"Really like these new clothes. Watching a fun book too. Work makes me stressed. insomnia People don't understand what it's like to be useless. I need help, anxiety attacks again. Don't forget to cook, guys!",1
"Don't forget to sleep, girls! Why is life so hopeless? tired I'm studying music, it's quite difficult but fun. Don't forget to cook, guys! Why is life so sad? insomnia",1
"Finally I can walk around in peace. Every night he goes on until morning. I need help, the burden strikes again. Every night I cried until morning. Today the weather is beautiful. Work makes me stressed.",1
Today the weather is good. I swear I feel really stressed today. Finally I can exercise in peace. Morning spirit! Hope you have a happy day today. Really like these new clothes. Tomorrow I plan to exercise with friends.,0
I've been feeling very sad lately. Every night he goes on until morning. Why is life so tired? Watching music is fun too.,1
"I've been feeling tired for a month. Finally I can walk around in peace. Really like this film. Don't forget to cook, guys! Today the weather is sunny. Watching coding is fun too.",0
"Today the weather is sunny. Really like this music. People don't understand what it's like to be tired. Let's go on holiday to the park. Work makes me stressed. destroyed Morning spirit! Hope you have a good day today. Just had meatballs, really delicious! Don't forget to shop, guys!",0
People don't understand what it's like to be tired. Morning spirit! Hope you have a good day today. I've been feeling really heavy lately. I feel so useless lately. disappointed Why is life so chaotic? I swear I feel really depressed today. worried Finally I can exercise in peace.,0
I swear I feel really depressed today. Every night I cried until morning. Work makes me stressed. Every night he goes on until morning. I swear I feel really stressed today.,1
"Finally able to eat in peace. I've been feeling really messy lately. I need help, anxiety attacks again. Today the weather is good. Every night he goes on until morning. destroyed",1
"Just had meatballs, really delicious! Let's go on holiday to the cafe. I swear there's a lot of pressure today. disappointed Watching music is fun too. Really like this film. Really like this coding. Why is life so empty?",1
Finally I can walk around in peace. Watching coding is fun too. People don't understand how hard it feels. I've been feeling useless for days. traumatized Finally able to eat in peace.,1
"Really like this book. Let's go on holiday to the cafe. Why is life so empty? I swear it's really a problem today. Watching music is fun too. I need help, depression strikes again.",1
I swear I feel really depressed today. People don't understand what it's like to be tired. quiet It's been a week since I felt hopeless. I can't stand this pressure anymore.,1
"Really like this coding. People don't understand how hard it feels. I need help, the burden strikes again. I feel very tired lately. suicide I need help, stress strikes again. insomnia I feel so empty lately.",1
"Let's go on holiday to the cinema. Today the weather is pleasant. Why is life so hard? disappointed I've been feeling empty all day. Crazy Just had chicken noodles, really delicious!",1
"Today the weather is beautiful. Work makes me stressed. Why is life so pointless? Let's go on holiday to the park. I need help, stress strikes again.",0
"I need help, depression strikes again. Work makes me depressed. Alone Let's go on holiday to the mountains. Watching new clothes is fun too. I've been feeling really messy lately. I just feel like giving up.",1
"I'm studying film, it's quite difficult but fun. I just feel like crying. Morning spirit! Hope you have a beautiful day today. It's been a week since I felt useless.",1
"Don't forget to exercise, girls! Today the weather is sunny. I'm learning new clothes, it's quite difficult but fun. People don't understand what it's like to be hopeless. Afraid People don't understand how empty it feels. worried Morning spirit! Hopefully today goes smoothly. Watching new clothes is fun too.",0
People don't understand what it's like to be tired. Dizzy Work gives me problems. nervous Really like this book. People don't understand how empty it feels. stress It's been a month since I felt hopeless. Work gives me problems. It's been a month since I felt like a mess.,1
"Today the weather is smooth. Work gives me problems. stress Just ate martabak, really delicious! I just feel like giving up. I feel like I just want to go. traumatized People don't understand what it's like to be hopeless. stress",0
"Every night he goes on until morning. stress Why is life so hard? I feel like I just want to go. I need help, the pressure is on again. traumatized",1
"I need help, the burden strikes again. I need help, the pressure is on again. Don't forget to go for a walk, guys! Just had coffee, really delicious! I swear I feel really depressed today. I can't stand this pressure anymore.",1
Every night I cried until morning. I've been feeling very sad lately. Watching a fun book too. Work gives me problems. dead Today the weather is beautiful. Tomorrow I plan to go out with friends.,1
"I've been feeling sad all day. People don't understand what it's like to be useless. Every night I sleep forever until morning. Morning spirit! Hope you have a beautiful day today. I feel like I just want to go. I need help, the burden strikes again.",1
"Every night I screamed until morning. I need help, stress strikes again. tired Today the weather is happy. I swear I feel really heavy today. Finally able to sleep in peace. I've been feeling useless for days. I've been feeling empty for days. People don't understand what it's like to be sad.",1
Morning spirit! Hopefully today is bright. Every night I screamed until morning. Why is life so sad? Today the weather is smooth. Work gives me problems. suicide Really like this film.,0
"I feel so empty lately. Tomorrow I plan to sleep with a friend. Morning spirit! Hope you have a beautiful day today. I've been feeling useless all day. I need help, problem strikes again. I swear I feel really depressed today. Morning spirit! Hope you have a happy day today.",0
I can't stand this problem anymore. Work gives me problems. Why is life so tired? Finally able to sleep in peace. Every night I cried until morning. destroyed Watching exciting games too. People don't understand what it's like to be tired. Watching exciting games too.,0
"I swear I feel really depressed today. I need help, the pressure is on again. Don't forget to cook, guys! I swear I feel really stressed today. dead I've been feeling hopeless all day. I swear I feel really depressed today. Just had chicken noodles, really delicious! Don't forget to cook, guys!",0
"Let's go on holiday to the cinema. Work gives me problems. Dizzy I swear I feel really stressed today. Afraid Every night I give up until morning. I feel very tired lately. Crazy Just had coffee, really delicious! Work makes me burdened. I swear it's really a problem today. cry",0
Morning spirit! I hope today will be fun. Really like this coding. Today the weather is happy. Let's go on holiday to the cinema. Watching exciting films too. People don't understand what it's like to be tired. cry,0
"Every night I screamed until morning. Every night I cried until morning. Don't forget to shop, guys! Work makes me stressed.",0
Today the weather is good. I can't stand this anxiety anymore. I swear I feel really heavy today. disappointed Tomorrow I plan to exercise with friends.,0
Finally I can walk around in peace. Really like this music. Let's go on holiday to the cafe. Let's go on holiday to the cinema. Work makes me stressed. panic attacks Work makes me stressed. hate I just feel like crying. Watching coding is fun too.,1
"I'm learning new clothes, it's quite difficult but fun. Work gives me problems. stress Just had coffee, really delicious! Finally I can cook in peace. I've been feeling really messy lately. worried I can't stand this stress anymore. Finally I can cook in peace.",1
I feel so empty lately. depression Finally able to sleep in peace. Every night I sleep forever until morning. Why is life so empty? insomnia,1
"Just had fried rice, it's really delicious! Morning spirit! Hope you have a happy day today. Just had meatballs, really delicious! Today the weather is sunny. I swear I feel really stressed today. I can't stand this stress anymore. panic attacks Morning spirit! I hope today will be fun.",0
I just feel like crying. hate Work makes me stressed. destroyed Today the weather is smooth. I swear it's really a problem today. hate Why is life so empty?,1
"It's been a month since I felt like a mess. anxiety Work makes me depressed. Let's go on holiday to the beach. I just feel like crying. tired I feel like I just want to go. I need help, the pressure is on again.",1
I can't stand this burden anymore. Watching music is fun too. People don't understand what it's like to be messed up. Why is life so tired? cry Today the weather is beautiful. Finally I can cook in peace.,1
"Let's go on holiday to the park. Why is life so hard? Morning spirit! I hope today will be fun. I need help, anxiety attacks again. Don't forget to cook, guys! I feel very hopeless lately. Finally able to eat in peace. It's been a month since I felt hopeless. depression",0
Work makes me depressed. Morning spirit! Hope you have a beautiful day today. Let's go on holiday to the park. Why is life so hard? panic attacks,0
Let's go on holiday to the mountains. Today the weather is pleasant. People don't understand what it's like to be sad. People don't understand what it's like to be sad. Really like these new clothes.,0
"Every night I sleep forever until morning. I'm studying music, it's quite difficult but fun. Today the weather is sunny. Watching music is fun too. I feel like I just want to go. I'm learning to code, it's quite difficult but fun. Watching coding is fun too.",1
I've been feeling empty for days. Work makes me stressed. I've been feeling hopeless all day. Tomorrow I plan to go out with friends.,1
Tomorrow I plan to go out with friends. I've been feeling very sad lately. Morning spirit! Hope you have a good day today. I swear I feel really stressed today.,1
"Don't forget to cook, guys! Really like this coding. I swear I feel really stressed today. I can't stand this depression anymore. Let's go on holiday to the mountains. Why is life so empty?",1
Tomorrow I plan to eat with friends. People don't understand what it's like to be useless. Finally you can shop in peace. Today the weather is beautiful.,1
"Just had fried rice, it's really delicious! I'm studying books, it's quite difficult but fun. Today the weather is beautiful. Finally I can cook in peace. I need help, problem strikes again. I'm studying film, it's quite difficult but fun. Every night I give up until morning. stress I've been feeling heavy for a month.",0
